robot_name,distance,bearing,heading,pos_x,pos_y,bullet_power,is_moving,hit
sample.Crazy,465.737246781333,-103.1932474314254,300.93563648088036,0.6944412702695075,223.45362869265432,1.0,false,false
sample.Walls,312.368798691064,46.92510650443152,0.0,805.6118580607106,550.2610415104427,3.0,false,false
sample.Corners,521.5283676356548,-88.0463698108594,0.0,-1.1874959733726627,361.4510998828475,3.0,false,false
sample.Walls,312.368798691064,46.92510650443152,0.0,0.0,0.0,2.0,false,false
sample.Fire,144.79009049210737,-98.95834285569616,42.935636480880255,399.47054764487103,510.9621140913684,1.0,false,true
sample.Fire,146.74437496377158,-107.68657854076186,7.999999999999833,799.8993893960238,368.2270613451345,1.0,false,false
sample.Walls,312.368798691064,46.92510650443152,0.0,804.5701081738123,559.5335874162635,3.0,false,false
sample.Fire,155.81882914179994,-115.28592967809863,7.999999999999833,401.46318147452484,564.5941691237232,2.0,false,true
sample.Fire,155.81882914179994,-115.28592967809863,37.99999999999984,402.19243863661956,563.1576966390928,3.0,false,true
sample.Fire,154.62930928935475,-123.03088483477902,152.7846758177583,412.64095247509647,566.8472024290098,3.0,false,true
sample.Fire,155.67495609144154,-129.13201591784005,153.86411769267266,0.0,0.0,3.0,false,false
sample.Corners,521.5283676356548,-88.0463698108594,0.0,470.42698621418816,598.8543516043604,1.0,false,false
sample.Walls,261.6929412425842,104.42882533561247,80.0,99.0269191156583,599.1917095488011,2.0,false,false
sample.Fire,107.86684432802662,-106.39772802786139,63.93563648088033,362.61381634957706,507.4690596572251,3.0,false,true
sample.Fire,107.86684432802662,-106.39772802786139,143.9356364808803,365.50096928283045,508.4894799720225,1.0,false,true
sample.Fire,116.09623419610647,-80.93792458809422,172.27665636998648,360.3515486471391,473.7008255235795,2.0,false,true
sample.Fire,137.5338010027628,-113.6784165705055,22.325157434870114,630.9194581952304,91.25170967549198,2.0,false,true
sample.Fire,137.5338010027628,-113.6784165705055,332.3251574348701,0.0,0.0,2.0,false,false
sample.Fire,151.09635450658016,-94.46063469044385,307.32302874959834,585.835281675578,116.00629395097286,3.0,false,true
sample.Fire,151.02490247688448,-94.83895589579643,328.1577032510238,0.0,0.0,1.0,false,false
sample.Crazy,732.6219569804798,-47.05060463196794,9.116885950019972,388.1514286042794,-3.5136259389523357,1.0,false,false
sample.SittingDuck,203.90137411134324,12.831047420171943,186.90007861320777,0.0,0.0,2.0,false,false
sample.Fire,155.56590080700164,-113.15429218417327,328.1577032510238,2.9417359498373727,568.624802720841,3.0,false,false
sample.Fire,155.56590080700164,-113.15429218417327,307.8667742313068,0.0,0.0,3.0,false,false
sample.Fire,168.21259120989652,-95.95615533867445,307.8667742313068,575.7160707150206,111.46371916212397,2.0,false,true
sample.Fire,168.21259120989652,-95.95615533867445,328.7082688365476,0.0,0.0,2.0,false,false
sample.Crazy,38.83381598726768,-66.83521627974564,116.61688595001985,383.6552764448547,-3.815435249510662,1.0,false,false
sample.SittingDuck,203.90137411134324,12.831047420171943,186.90007861320777,0.0,0.0,3.0,false,false
sample.Walls,145.9994121252425,172.32812834306546,180.0,772.7426711030022,34.545843175110875,1.0,false,true
sample.Fire,173.60264940873043,-112.6820796556645,355.63041353564967,694.6695350774945,598.2541993586378,3.0,false,false
sample.Fire,145.44963945999277,-97.74079104977876,355.63041353564967,585.6350484362127,130.70393713446256,1.0,false,true
sample.Fire,146.02274995365275,-100.08905764014973,333.4699472552961,0.0,0.0,1.0,false,false
sample.Crazy,239.32569204825728,3.180878466498282,185.6168859500199,328.41418156859794,-1.0583384960376563,2.0,false,false
sample.Walls,123.65244701431419,60.251843952254916,0.0,803.0372198452425,325.8460503001811,3.0,false,false
sample.Fire,157.3138476440782,-116.21869208787096,333.4699472552961,0.0,0.0,3.0,false,false
sample.Corners,364.7175876065336,177.92023509206743,270.0,0.0,0.0,1.0,false,false
sample.Corners,471.26088160706024,-174.44351646360474,270.0,0.0,0.0,2.0,false,false
sample.SittingDuck,455.6108123156432,-167.46561912574404,189.41632112570886,-0.14070528482887923,109.66205282977349,2.0,false,false
sample.Fire,258.7712265705563,71.8803649085173,284.1916812817335,699.1009501646265,232.87849479130134,1.0,false,true
sample.Fire,258.7712265705563,71.8803649085173,284.1916812817335,0.0,0.0,2.0,false,false
sample.Fire,265.3936868105067,82.06709486872958,219.52870411801632,803.6753933368932,144.36239893865528,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,732.7555067807458,-1.8439317701450584,1.0,false,false
sample.Walls,444.7455266099894,170.82499577254532,0.0,0.0,0.0,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,34.73647662011257,0.43907619580827983,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,34.45470910229403,0.7731534300520302,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,33.169658169879995,2.3029367389335818,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,31.99728846371664,3.707473572872349,2.0,false,true
sample.Corners,613.9407554769189,171.47209767984802,180.0,30.927405098722947,4.996714815493807,1.0,false,true
sample.Corners,613.9407554769189,171.47209767984802,180.0,0.0,0.0,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,29.05906788206204,7.265466886870003,3.0,false,true
sample.Corners,613.9407554769189,171.47209767984802,180.0,28.244688059865553,8.261367813784545,3.0,false,true
sample.Corners,613.9407554769189,171.47209767984802,180.0,0.0,0.0,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,32.93283557693073,13.58989827526165,1.0,false,true
sample.Corners,613.9407554769189,171.47209767984802,180.0,32.13367077477022,14.575258610697464,3.0,false,true
sample.Corners,613.9407554769189,171.47209767984802,180.0,0.0,0.0,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,0.0,0.0,1.0,false,false
sample.Corners,613.9407554769189,171.47209767984802,180.0,30.3801191717983,16.752271645222137,2.0,false,true
sample.SittingDuck,455.6108123156432,-167.46561912574404,189.41632112570886,10.940115333381074,2.633338326769703,1.0,false,false
sample.Fire,309.17489430784514,76.33427041169828,167.91739288738844,2.26866422559214,295.4239172152823,3.0,false,false
sample.Fire,350.313966089148,80.29199508389269,167.91739288738844,727.5242184097326,139.0360682509288,3.0,false,true
sample.Fire,350.313966089148,80.29199508389269,207.9173928873884,0.0,0.0,2.0,false,false
sample.Crazy,422.87885038946104,176.58933776475558,151.91739288738808,805.1747531287632,46.20374845502242,2.0,false,false
sample.SittingDuck,455.6108123156432,-167.46561912574404,189.41632112570886,0.0,0.0,3.0,false,false
sample.Walls,494.3953389745462,-139.09257430191622,0.0,-1.821312491780791,92.70922764893439,2.0,false,false
sample.Walls,519.1951462914799,-129.53302606146,29.999999999999996,-6.519814623634344,304.2301089900135,1.0,false,false
sample.Fire,351.9371417531403,72.13050187153804,228.68978172709583,133.52201057437037,569.4749437038483,2.0,false,true
sample.Fire,351.9371417531403,72.13050187153804,228.68978172709583,0.0,0.0,2.0,false,false
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,172.29424330555935,518.0759569507593,2.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,171.21586395422239,509.1377983898209,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.98343133827123,509.16089038851294,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.77068129860416,509.1829698937953,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.57594311420718,509.203971176375,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.39768803495565,509.2238585020591,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.23451730557366,509.2426196427456,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.085151159387,509.2602605758886,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,171.04133707863537,518.2101952296906,2.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,169.82324871881153,509.2922716754831,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.84388958600667,518.2348259589133,2.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,169.6037589429381,509.32015897493415,1.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.67841029180317,518.2562010961789,2.0,false,true
sample.SittingDuck,58.23558434521901,163.21408986406465,132.23543791270802,170.34240240738205,516.2832117564765,3.0,false,true
sample.Corners,46.32773754210935,36.064908304419816,270.0,192.20022281916386,589.8680405669036,1.0,false,true
sample.SittingDuck,110.91758820035827,162.57387041939523,206.83748564908325,637.402124618719,424.4612431884237,2.0,false,true
sample.SittingDuck,110.91758820035827,162.57387041939523,206.83748564908325,637.1963185944637,424.72792710100964,2.0,false,true
sample.SittingDuck,110.91758820035827,162.57387041939523,206.83748564908325,633.8301280720578,422.54439746996604,1.0,false,true
sample.SittingDuck,110.91758820035827,162.57387041939523,206.83748564908325,636.8374956307593,425.19746950002826,2.0,false,true
sample.SittingDuck,110.91758820035827,162.57387041939523,206.83748564908325,636.6813231215377,425.40367772902425,2.0,false,true
sample.SittingDuck,110.91758820035827,162.57387041939523,206.83748564908325,633.3410776989432,423.18982139077866,1.0,false,true
sample.SittingDuck,110.91758820035827,162.57387041939523,206.83748564908325,636.4086692710691,425.76641858271495,2.0,false,true
sample.SittingDuck,110.91758820035827,162.57387041939523,206.83748564908325,636.2898517668207,425.92559475187255,2.0,false,true
sample.Fire,153.05399227837648,-152.13337128503758,332.99999999999983,0.0,0.0,2.0,false,false
sample.Fire,153.05399227837648,-152.13337128503758,332.99999999999983,577.8122777546572,512.9577262811254,2.0,false,true
sample.Fire,153.05399227837648,-152.13337128503758,11.741782686171558,1.8211356071087756,447.87299503413414,3.0,false,false
sample.Fire,162.55649066330295,-170.03729630095683,11.741782686171558,561.4288218315966,471.51000668437644,3.0,false,true
sample.Fire,162.5036624134817,-169.68526383776245,355.1734368623771,502.9373476154973,421.85640366588046,1.0,false,true
sample.Fire,167.37979181515448,-152.68448208492055,355.1734368623771,562.3541073733593,496.46832547404966,1.0,false,true
sample.Fire,166.83680188690244,-156.10859947094875,4.498701964052335,0.0,0.0,3.0,false,false
sample.Fire,170.6124658016228,-169.66365186006905,4.498701964052335,548.6596452907191,448.83208425726684,1.0,false,true
sample.Fire,170.8710439945712,-168.66067580197375,347.89989679582385,0.0,0.0,1.0,false,false
sample.Fire,181.46703089447456,-153.71926682451968,347.89989679582385,545.2388117076022,495.4648357492923,1.0,false,true
sample.Fire,181.25224445157272,-154.6646161303122,3.7090527700021516,0.6900809636496135,262.1325260767685,3.0,false,false
sample.Fire,184.34161291724448,-169.4055605646273,3.7090527700021516,549.0956008110096,446.85600725751533,1.0,false,true
sample.Fire,184.64721232327855,-168.47872969131373,347.21787239108255,0.0,0.0,3.0,false,false
sample.Walls,307.84950827092786,67.6925895425067,319.99999999999994,0.0,0.0,2.0,false,false
sample.Walls,348.9469758031211,73.26415754089216,0.0,-4.223697605500034,358.4108677706547,2.0,false,false
sample.Corners,361.23092210709484,95.62182280689109,170.0,2.9559197952650926,346.3159702392056,3.0,false,false
sample.Corners,361.23092210709484,95.62182280689109,170.0,121.05780029074842,391.27078865672075,3.0,false,true
sample.Corners,361.23092210709484,95.62182280689109,170.0,123.04539909383377,391.83750801098694,1.0,false,true
sample.Corners,361.23092210709484,95.62182280689109,170.0,123.50511414125359,397.1568984235007,3.0,false,true
sample.Corners,361.23092210709484,95.62182280689109,170.0,126.19294946269632,392.7092353325858,3.0,false,true
sample.Corners,361.23092210709484,95.62182280689109,170.0,127.6722860133711,393.10810809369065,1.0,false,true
sample.Corners,361.23092210709484,95.62182280689109,170.0,0.0,0.0,3.0,false,false
sample.Fire,315.70874461392424,167.53550928956517,200.65397541731448,71.50022305987085,612.02320562864,3.0,false,false
sample.Crazy,448.1180401674758,104.6681405032476,271.65397541731477,74.4052128529805,606.581489399288,3.0,false,false
sample.Fire,326.776671865412,166.00613677538757,200.65397541731448,799.2018422940873,178.3543024390387,3.0,false,false
sample.Crazy,497.51173368114644,113.56991782623605,183.65397541731465,197.41229493341413,602.6396898572818,3.0,false,false
sample.Walls,567.6341943808685,-168.6285041605872,180.0,801.5899879198787,338.15728389919207,2.0,false,false
sample.Crazy,449.1583371104276,86.68738267991824,325.65397541731494,318.3556686542166,605.1008465456898,3.0,false,false
sample.Walls,464.75390132154206,-157.3265405635935,270.0,378.08351391138166,0.32817511225142226,2.0,false,false
sample.Crazy,554.8147260728639,88.97702286252026,15.653975417314799,72.69881508514602,514.541916982856,3.0,false,true
sample.Walls,186.74864886897103,-150.834550705111,270.0,335.5010316599522,30.956147799288445,1.0,false,true
sample.Walls,52.75459844487071,-120.01988750826544,270.0,103.41357716297733,602.1006247527083,1.0,false,false
sample.Crazy,193.0349734153752,103.69711897774928,67.65397541731483,0.0,0.0,2.0,false,false
sample.Crazy,64.6793380972652,87.94026268487906,133.65397541731463,289.85006850291563,608.4916985317028,1.0,false,false
sample.Crazy,113.19843637640335,175.72402681533956,65.65397541731453,0.0,0.0,2.0,false,false
sample.Crazy,268.15120205339656,146.49113550229865,357.6539754173147,809.7301447051447,308.51689562196276,3.0,false,false
sample.Crazy,465.515648507064,130.0097703089425,25.653975417314694,0.0,0.0,2.0,false,false
sample.Fire,369.4266764626438,154.4247497171758,174.11520568247724,648.3694793135485,605.5609332848287,3.0,false,false
sample.Walls,65.04173662089109,131.9620422307502,0.0,98.46454016807309,332.68117182739087,3.0,false,true
sample.Walls,136.4953190808738,145.85443320507923,0.0,118.1803161133088,232.82802136535273,3.0,false,true
sample.Walls,145.31014240715936,146.59336218284443,70.0,119.10893891752727,224.73542672835848,2.0,false,true
sample.Corners,219.7699708026441,137.7494332867392,270.0,0.0,0.0,2.0,false,false
sample.Corners,214.89702972379757,174.08194394098362,260.0,1.1659111976075192,176.07119700857345,3.0,false,false
sample.Crazy,407.1550444556622,65.98296928479266,218.17513456514712,0.0,0.0,2.0,false,false
sample.Fire,315.6327441371255,145.18814504035728,213.18860387666305,0.0,0.0,2.0,false,false
sample.Walls,718.2892722221873,79.31547251162256,110.0,65.90692799157955,-5.239096810505341,3.0,false,false
sample.Crazy,654.4064452494848,79.04647338033506,122.42513456514709,0.0,0.0,2.0,false,false
sample.SittingDuck,378.200450738566,110.63015966640945,320.4461927663791,0.0,0.0,3.0,false,false
sample.Crazy,694.2487977216365,59.30694441325128,337.42513456514723,366.69547531263464,-2.122729124484934,2.0,false,false
sample.SittingDuck,378.200450738566,110.63015966640945,320.4461927663791,0.0,0.0,3.0,false,false
sample.Crazy,463.5397198945112,56.979637977087705,176.17513456514695,371.7410210766426,1.9745153271894935,1.0,false,false
sample.Walls,745.5898514234999,87.09720409235491,180.0,0.0,0.0,1.0,false,false
sample.Fire,348.5106997356332,144.38374911404807,164.0000000000002,81.95550829016703,1.582388979046577,1.0,false,false
sample.Crazy,239.89745378859973,52.24799510149015,4.175134565147199,712.8759447591145,-3.763997574154784,2.0,false,false
sample.Fire,348.5106997356332,144.38374911404807,164.0000000000002,0.0,0.0,2.0,false,false
sample.Crazy,454.8821426435192,41.338440304363715,337.4251345651472,806.6398393139098,498.67181739014126,2.0,false,false
sample.Fire,348.5106997356332,144.38374911404807,164.0000000000002,0.0,0.0,2.0,false,false
sample.Crazy,677.0799647888801,64.45520559043497,354.17513456514723,804.600789398888,508.88858562260594,2.0,false,false
sample.Walls,245.5360276744431,158.80322156158078,270.0,0.0,0.0,2.0,false,false
sample.Fire,199.08875543943833,42.267973761053625,207.5324216700502,402.10581366065514,242.2248038626306,2.0,false,true
sample.Fire,199.08875543943833,42.267973761053625,217.53242167005018,397.87122395404197,245.01499091498522,3.0,false,true
sample.Fire,199.14569247989633,42.55525625726542,23.63742363904058,0.0,0.0,2.0,false,false
sample.Fire,207.89431710865,56.16338132035877,23.63742363904058,428.0508579072315,305.61763095957974,2.0,false,true
sample.Fire,207.89431710865,56.16338132035877,23.63742363904058,-5.836107124264263,427.42233697009823,1.0,false,false
sample.Crazy,298.2780900991249,145.51259362414677,160.39952205724094,139.3672307328539,581.0549867778335,2.0,false,true
sample.SittingDuck,450.64251841607427,11.938745881398592,314.8367656906303,798.2653973474834,303.8563912422784,3.0,false,false
sample.Fire,216.71406454053528,42.8483694690093,44.08630827300712,390.7585221206543,268.7729104554889,1.0,false,true
sample.Fire,216.71406454053528,42.8483694690093,29.199092088885067,-6.3845675464625415,264.17372521976915,2.0,false,false
sample.Crazy,171.77522773606393,-111.42178912805234,212.39952205724097,691.4515403199467,28.062847206320924,3.0,false,true
sample.SittingDuck,450.64251841607427,11.938745881398592,314.8367656906303,0.0,0.0,2.0,false,false
sample.Fire,220.81948489756658,55.92828501070599,59.19909208888507,1.2872682888018652,255.06731858665097,3.0,false,false
sample.SittingDuck,450.64251841607427,11.938745881398592,314.8367656906303,0.0,0.0,2.0,false,false
sample.SittingDuck,450.64251841607427,11.938745881398592,314.8367656906303,136.66264875207705,129.47775829455338,3.0,false,true
sample.SittingDuck,450.64251841607427,11.938745881398592,314.8367656906303,0.0,0.0,1.0,false,false
sample.SittingDuck,450.64251841607427,11.938745881398592,314.8367656906303,128.49223370793322,131.02686265544926,1.0,false,true
sample.Corners,688.3176122075104,52.35480928859301,270.0,-7.0992029059359325,120.44244145230527,3.0,false,false
sample.Corners,688.3176122075104,52.35480928859301,270.0,0.0,0.0,1.0,false,false
sample.Corners,688.3176122075104,52.35480928859301,270.0,0.0,0.0,3.0,false,false
sample.Corners,688.3176122075104,52.35480928859301,270.0,2.901057446745611,569.2103735090216,3.0,false,false
sample.Corners,688.3176122075104,52.35480928859301,270.0,0.0,0.0,2.0,false,false
sample.Corners,688.3176122075104,52.35480928859301,270.0,13.82018313577885,565.5870912834895,2.0,false,true
sample.Corners,688.3176122075104,52.35480928859301,270.0,14.73301112740971,566.8622873012772,2.0,false,true
sample.Corners,688.3176122075104,52.35480928859301,270.0,12.311786942324373,570.346583190239,2.0,false,true
sample.Corners,688.3176122075104,52.35480928859301,270.0,12.940083756950777,571.2169183362618,3.0,false,true
sample.Corners,688.3176122075104,52.35480928859301,270.0,25.36783906118134,564.5068842235963,3.0,false,true
sample.Corners,688.3176122075104,52.35480928859301,270.0,0.0,0.0,1.0,false,false
sample.Corners,688.3176122075104,52.35480928859301,270.0,26.6511787003628,564.5704609601822,2.0,false,true
sample.Corners,688.3176122075104,52.35480928859301,270.0,27.169104222878445,565.279828272605,3.0,false,true
sample.Fire,257.54656213981883,77.05125863524702,87.88828753252137,427.9496492619497,381.7987779127259,1.0,false,true
sample.Fire,257.54656213981883,77.05125863524702,87.88828753252137,-6.669893248533368,591.849963881775,1.0,false,false
sample.Crazy,109.1345079778445,-171.8737566382462,156.39952205724117,806.5051708056016,181.80073622570208,1.0,false,false
sample.Walls,582.2767326310033,34.424544407209574,0.0,0.0,0.0,1.0,false,false
sample.Fire,208.0043730455837,66.35944514217915,138.5812658819332,-0.13013333574973984,343.3279437114684,1.0,false,false
sample.Crazy,304.2503395254303,6.639798719404788,136.39952205724128,0.0,0.0,2.0,false,false
sample.Crazy,329.3085096107601,27.957910480655727,200.3995220572412,0.0,0.0,3.0,false,false
sample.Walls,463.4787128817949,78.45172068727908,90.0,-3.965300975017641,132.1789596915177,3.0,false,false
sample.Crazy,512.5145171704382,12.862474433038193,186.39952205724103,-1.8673328707374068,333.9747775362961,2.0,false,false
sample.Walls,418.50238190908647,115.02281366582834,90.0,458.21495763084397,606.4753484969744,3.0,false,false
sample.Crazy,434.31177162575375,-0.19473776710980714,177.3995220572411,797.1030016974363,465.51283600318556,3.0,false,false
sample.Walls,412.1525210905769,136.65456258322007,180.0,0.0,0.0,3.0,false,false
sample.Crazy,275.93564090537325,-116.47541572704598,276.21913892073866,0.0,0.0,2.0,false,false
sample.Corners,126.51929400348669,85.74726902644066,90.0,529.6885415148095,538.1202449799929,3.0,false,true
sample.SittingDuck,426.1037561148604,-164.09123115009635,138.1982839786999,0.0,0.0,3.0,false,false
sample.Crazy,126.28094024080092,96.18668602797611,312.4691389207388,229.2346786823436,-4.0433336813398775,3.0,false,false
sample.SittingDuck,426.1037561148604,-164.09123115009635,138.1982839786999,802.4715477583395,582.2956655098276,2.0,false,false
sample.Corners,238.85589799653317,82.03671266993871,0.0,303.08514004878936,-4.3393828034788555,3.0,false,false
sample.SittingDuck,426.1037561148604,-164.09123115009635,138.1982839786999,636.5752915824099,598.2479263233303,1.0,false,false
sample.Fire,267.94966514635865,-108.79101826187548,318.46913892073877,268.11341575160185,-1.79891924233009,2.0,false,false
sample.Fire,267.94966514635865,-108.79101826187548,318.46913892073877,-3.0032003982676763,169.70880491748113,1.0,false,false
sample.Corners,238.85589799653317,82.03671266993871,0.0,0.0,0.0,1.0,false,false
sample.Crazy,382.82265980792596,122.4592828709796,33.46913892073878,743.0498186509791,599.6010735274592,3.0,false,false
sample.SittingDuck,426.1037561148604,-164.09123115009635,138.1982839786999,0.0,0.0,2.0,false,false
sample.SittingDuck,426.1037561148604,-164.09123115009635,138.1982839786999,338.11716782096454,51.74593933754005,3.0,false,true
sample.SittingDuck,426.1037561148604,-164.09123115009635,138.1982839786999,0.0,0.0,3.0,false,false
sample.Crazy,43.13029473402108,107.31250946574946,108.62012156446137,635.5304125286432,113.91165420654801,1.0,false,true
sample.Walls,93.15484129243154,-7.121587899059814,270.0,615.7373671250537,28.0357559165343,3.0,false,true
sample.SittingDuck,151.7159403938644,50.559024003152786,90.96811973461665,0.0,0.0,2.0,false,false
sample.Corners,569.5053018858711,98.78523080714547,270.0,0.0,0.0,3.0,false,false
sample.Corners,569.5053018858711,98.78523080714547,270.0,0.0,0.0,1.0,false,false
sample.Corners,569.5053018858711,98.78523080714547,270.0,2.4092841824227627,346.61596334826544,1.0,false,false
sample.Corners,569.5053018858711,98.78523080714547,270.0,378.23634953213906,593.2232138496393,3.0,false,true
sample.Corners,569.5053018858711,98.78523080714547,270.0,377.6476657035064,592.9074301425348,3.0,false,true
sample.Corners,569.5053018858711,98.78523080714547,270.0,385.16942945962603,577.6500947198306,2.0,false,true
sample.Corners,569.5053018858711,98.78523080714547,270.0,384.60011546247034,577.3430772759676,3.0,false,true
sample.Corners,569.5053018858711,98.78523080714547,270.0,384.5642565411383,576.1868747148704,1.0,false,true
sample.Corners,569.5053018858711,98.78523080714547,270.0,0.0,0.0,1.0,false,false
sample.Corners,569.5053018858711,98.78523080714547,270.0,366.7063508623885,606.3171925637332,1.0,false,false
sample.Walls,636.5681204920202,31.822177758187888,270.0,366.3970446846871,606.1487121903411,3.0,false,false
sample.SittingDuck,151.7159403938644,50.559024003152786,90.96811973461665,507.91038635134674,137.44829397537984,1.0,false,true
sample.SittingDuck,151.7159403938644,50.559024003152786,90.96811973461665,519.5307707675299,131.38627346598884,2.0,false,true
sample.SittingDuck,151.7159403938644,50.559024003152786,90.96811973461665,516.2092829136824,131.00200682562132,3.0,false,true
sample.SittingDuck,151.7159403938644,50.559024003152786,90.96811973461665,518.5228873608394,128.50513925857132,2.0,false,true
sample.SittingDuck,151.7159403938644,50.559024003152786,90.96811973461665,505.7905484836709,131.4156167835297,1.0,false,true
sample.SittingDuck,151.7159403938644,50.559024003152786,90.96811973461665,514.9454940649243,127.22716398869764,3.0,false,true
sample.SittingDuck,151.7159403938644,50.559024003152786,90.96811973461665,505.0256689390494,129.01784579566132,1.0,false,true
